raw,pctl
177.58,0.2886362
177.57,0.2891434
177.55,0.2896507
177.52,0.2899043
177.4,0.290158
177.39,0.2909189
177.38,0.2924407
177.37,0.2929479
177.36,0.2939625
177.2,0.2942161
177.19,0.2954843
177.18,0.2967525
177,0.2970061
176.99,0.2982743
176.98,0.3003033
176.97,0.3013179
176.94,0.3018252
176.8,0.3020788
176.79,0.3025861
176.78,0.3041079
176.77,0.3051224
176.76,0.3058833
176.75,0.3063906
176.6,0.3066442
176.59,0.3068978
176.58,0.3079124
176.57,0.3084197
176.56,0.3091806
176.55,0.3094342
176.4,0.3096878
176.39,0.3112096
176.38,0.3122242
176.37,0.3127314
176.2,0.313746
176.19,0.3160287
176.18,0.3167896
176.17,0.3172969
176.15,0.3178041
176,0.3183114
175.99,0.3198332
175.98,0.3218623
175.97,0.3226232
175.8,0.3233841
175.79,0.3243986
175.78,0.3254132
175.77,0.3261741
175.76,0.3276959
175.6,0.3279495
175.59,0.3302322
175.58,0.3315004
175.57,0.3320077
175.56,0.3322613
175.4,0.3327686
175.39,0.3337831
175.38,0.3347977
175.37,0.3353049
175.34,0.3365731
175.2,0.3368267
175.19,0.3383485
175.18,0.340124
175.17,0.3406312
175.14,0.3416458
175,0.3418994
174.99,0.3434212
174.97,0.344943
174.8,0.3459576
174.79,0.3469721
174.78,0.3479866
174.77,0.3492548
174.74,0.3500157
174.6,0.3502694
174.59,0.3515375
174.58,0.3525521
174.57,0.353313
174.56,0.3538202
174.54,0.3540739
174.4,0.3543275
174.39,0.3553421
174.37,0.3563566
174.34,0.3566102
174.3,0.3568639
174.25,0.3571175
174.2,0.3573711
174.19,0.3599075
174.18,0.3611756
174.17,0.3616829
174.15,0.3624438
174.13,0.3626975
174.12,0.3629511
174,0.3632047
173.99,0.3644729
173.98,0.3662483
173.97,0.3667556
173.94,0.3682774
173.8,0.368531
173.79,0.3697992
173.78,0.3703065
173.75,0.3708138
173.6,0.3710674
173.59,0.374111
173.58,0.3748719
173.57,0.3753792
173.56,0.3763937
173.55,0.376901
173.49,0.3774083
173.4,0.3776619
173.39,0.3794373
173.38,0.3814664
173.37,0.3822273
173.34,0.3837491
173.31,0.3840028
173.23,0.3842564
173.2,0.38451
173.19,0.3860318
173.18,0.3888218
173.17,0.3895827
173,0.3908509
172.99,0.3931336
172.98,0.3951627
172.97,0.3959236
172.96,0.3982063
172.8,0.3984599
172.79,0.4002354
172.77,0.4012499
172.75,0.4022644
172.6,0.4025181
172.59,0.403279
172.58,0.4050544
172.57,0.4055617
172.53,0.4065762
172.5,0.4068299
172.4,0.4070835
172.39,0.4088589
172.38,0.4106344
172.37,0.4111417
172.36,0.4124098
172.2,0.4126635
172.19,0.4149462
172.18,0.4182434
172.17,0.4190043
172.16,0.4200189
172.14,0.4202725
172,0.4205261
171.99,0.4217943
171.98,0.4235698
171.97,0.4243307
171.8,0.4255988
171.79,0.426867
171.78,0.4281352
171.77,0.4291497
171.76,0.4301643
171.74,0.4304179
171.72,0.4309252
171.66,0.4311788
171.62,0.4314324
171.6,0.4316861
171.59,0.4349833
171.58,0.4365051
171.57,0.4367588
171.54,0.4380269
171.4,0.4382806
171.39,0.440056
171.38,0.4418314
171.37,0.4430996
171.36,0.4436069
171.31,0.4438605
171.2,0.4443678
171.19,0.445636
171.18,0.447665
171.17,0.4484259
171.16,0.4486796
171.15,0.4491868
171.14,0.4494405
171.1,0.4496941
171,0.4499478
170.99,0.4517232
170.98,0.4534986
170.97,0.4547668
170.96,0.4567959
170.95,0.4570495
170.8,0.4573032
170.79,0.4593322
170.78,0.4616149
170.77,0.4628831
170.64,0.4638977
170.6,0.4641513
170.59,0.4649122
170.58,0.4656731
170.57,0.466434
170.51,0.4682094
170.4,0.4687167
170.39,0.4707458
170.38,0.4730285
170.37,0.4737894
170.31,0.4748039
170.28,0.4750576
170.2,0.4753112
170.19,0.4778476
170.18,0.4811448
170.17,0.4813984
170.16,0.4826666
170.15,0.4831739
170.14,0.4834275
170,0.4836812
169.99,0.485203
